phase_key,material_id,number_of_atoms,status,safety_status,force_converged,stress_converged,overall_converged,optimizer_steps,state_evaluations,wall_time_seconds,initial_total_energy_eV,final_total_energy_eV,energy_change_eV,initial_maximum_force_eV_per_A,final_maximum_force_eV_per_A,initial_rms_force_eV_per_A,final_rms_force_eV_per_A,initial_maximum_absolute_stress_eV_per_A3,final_maximum_absolute_stress_eV_per_A3,initial_volume_A3,final_volume_A3,volume_change_A3,volume_change_percent,maximum_internal_displacement_A,rms_internal_displacement_A,maximum_total_displacement_A,rms_total_displacement_A,resumed
Al3Ni,mp-622209,16,CONVERGED,PASS,True,True,True,40,41,67.31200000003446,-74.69571087869917,-74.81024262576469,-0.11453174706551295,0.2127929489094258,0.005809431958205054,0.1505014128742379,0.004523557446348245,0.02025182492773854,0.0004761163665090529,228.5507372689479,234.8122635612436,6.261526292295713,2.739665759610932,0.06037605856961677,0.05303668845935382,0.1948540732280128,0.11700247892898874,False
Al3Ni2,mp-1057,5,CONVERGED,PASS,True,True,True,33,34,18.71799999999348,-25.78055209010038,-25.798824772972484,-0.01827268287210515,0.10259415553179091,0.009253892285241845,0.0779328282836741,0.007985378058713667,0.023518164956813057,0.0002693647048544764,67.4350609096183,69.04177735149862,1.606716441880323,2.3826128726031293,0.006822674984666958,0.0043313728537345084,0.027340451757935164,0.0227445145710778,False
AlNi,mp-1487,2,CONVERGED,PASS,True,True,True,5,6,2.14000000001397,-10.813681752983006,-10.822397327556473,-0.008715574573466611,4.888791560310382e-08,1.5380728593448733e-08,4.888791558876923e-08,1.5380728580767085e-08,0.029697285519781402,0.0006058763453163399,23.386572118200654,24.00121131508189,0.6146391968812353,2.6281713873017365,2.8025568946340096e-09,2.8025565979369462e-09,0.021508937119445497,0.015209115293275087,False
Al3Ni5,mp-16514,8,CONVERGED,PASS,True,True,True,34,35,25.530999999959022,-44.56807607688442,-44.639280982911714,-0.07120490602729745,0.16080041576105142,0.007496331098762014,0.08047034220586187,0.004008539352110402,0.04042359454436498,0.0006148686007560159,90.37206581100938,93.33630626034235,2.9642404493329764,3.280040599638334,0.03554655046017107,0.01983038122876221,0.14707589322380946,0.09026947433747734,False
AlNi3,mp-2593,4,CONVERGED,PASS,True,True,True,14,15,2.0469999999040738,-22.836292364226455,-22.858771955109983,-0.022479590883527578,5.978495219488439e-08,4.588836767778199e-09,5.63350977222002e-08,4.16289383434992e-09,0.03664195876647671,9.648868500045964e-05,43.727854385354966,44.99340391956207,1.2655495342071035,2.894149626126996,3.3046534977218197e-09,3.2449203866454405e-09,0.023811690896430548,0.02061539082036521,False
