      Step     Time          Energy          fmax
FIRE:    0 10:07:43       -3.709130        0.088122
FIRE:    1 10:07:43       -3.709333        0.065772
FIRE:    2 10:07:43       -3.709547        0.027109
FIRE:    3 10:07:43       -3.709572        0.017770
FIRE:    4 10:07:44       -3.709575        0.016676
FIRE:    5 10:07:44       -3.709579        0.014555
FIRE:    6 10:07:44       -3.709584        0.011535
FIRE:    7 10:07:44       -3.709588        0.007799
